stop_id,stop_name,stop_code,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,area_id
mtc:powell,Powell,,,37.78459,-122.40737,,,1,,,0,,mtc:powell
mtc:fruitvale,Fruitvale,,,37.77486,-122.22412,,,1,,,0,,mtc:fruitvale
mtc:warm-springs-south-fremont-bart,Warm Springs South Fremont BART,,,37.50199,-121.93925,,,1,,,0,,mtc:warm-springs-south-fremont-bart
mtc:caltrain-4th-&-king,Caltrain 4th & King,,,37.77649,-122.39487,,,1,,,0,,mtc:caltrain-4th-&-king
mtc:el-cerrito-del-norte-bart,El Cerrito Del Norte BART,,,37.92529,-122.31699,,,1,,,0,,mtc:el-cerrito-del-norte-bart
mtc:walnut-creek-bart,Walnut Creek BART,,,37.90580,-122.06734,,,1,,,0,,mtc:walnut-creek-bart
mtc:richmond-bart/amtrak,Richmond BART/Amtrak,,,37.93684,-122.35314,,,1,,,0,,mtc:richmond-bart/amtrak
mtc:santa-clara-caltrain,Santa Clara Caltrain,,,37.35313,-121.93555,,,1,,,0,,mtc:santa-clara-caltrain
mtc:san-francisco-ferry-terminal,San Francisco Ferry Terminal,,,37.79550,-122.39350,,,1,,,0,,mtc:san-francisco-ferry-terminal
mtc:macarthur-bart,MacArthur BART,,,37.82909,-122.26706,,,1,,,0,,mtc:macarthur-bart
mtc:oak,OAK,,,37.71326,-122.21221,,,1,,,0,,mtc:oak
mtc:vallejo-ferry-terminal,Vallejo Ferry Terminal,,,38.09994,-122.26299,,,1,,,0,,mtc:vallejo-ferry-terminal
mtc:palo-alto-station,Palo Alto Station,,,37.44317,-122.16432,,,1,,,0,,mtc:palo-alto-station
mtc:san-rafael-transit-center,San Rafael Transit Center,,,37.97117,-122.52265,,,1,,,0,,mtc:san-rafael-transit-center
mtc:sjc,SJC,,,37.36822,-121.92743,,,1,,,0,,mtc:sjc
mtc:millbrae-bart,Millbrae BART,,,37.60009,-122.38699,,,1,,,0,,mtc:millbrae-bart
mtc:pleasant-hill-bart,Pleasant Hill BART,,,37.92842,-122.05599,,,1,,,0,,mtc:pleasant-hill-bart
mtc:daly-city-bart,Daly City BART,,,37.70631,-122.46891,,,1,,,0,,mtc:daly-city-bart
mtc:oakland-coliseum-bart,Oakland Coliseum BART,,,37.75364,-122.19678,,,1,,,0,,mtc:oakland-coliseum-bart
mtc:santa-rosa-transit-mall,Santa Rosa Transit Mall,,,38.43868,-122.71377,,,1,,,0,,mtc:santa-rosa-transit-mall
mtc:fairfield-transportation-center,Fairfield Transportation Center,,,38.24876,-122.06848,,,1,,,0,,mtc:fairfield-transportation-center
mtc:12th-st-oakland-city-center-bart,12th St Oakland City Center BART,,,37.80295,-122.27205,,,1,,,0,,mtc:12th-st-oakland-city-center-bart
mtc:19th-st-oakland-bart,19TH St Oakland BART,,,37.80778,-122.26902,,,1,,,0,,mtc:19th-st-oakland-bart
mtc:embarcadero-bart,Embarcadero BART,,,37.79281,-122.39685,,,1,,,0,,mtc:embarcadero-bart
mtc:1591152172839,1591152172839,,,37.77398,-122.43166,,,1,,,0,,mtc:1591152172839
mtc:civic-center-bart,Civic Center BART,,,37.77872,-122.41477,,,1,,,0,,mtc:civic-center-bart
mtc:petaluma-transit-mall,Petaluma Transit Mall,,,38.23675,-122.63665,,,1,,,0,,mtc:petaluma-transit-mall
mtc:napa-intermodal,Napa Intermodal,,,38.29757,-122.28027,,,1,,,0,,mtc:napa-intermodal
mtc:great-america,Great America,,,37.40683,-121.96701,,,1,,,0,,mtc:great-america
mtc:montgomery-bart,Montgomery BART,,,37.78928,-122.40138,,,1,,,0,,mtc:montgomery-bart
mtc:sfo,SFO,,,37.61615,-122.39186,,,1,,,0,,mtc:sfo
mtc:mountain-view-station,Mountain View Station,,,37.39434,-122.07570,,,1,,,0,,mtc:mountain-view-station
mtc:salesforce-transit-center,Salesforce Transit Center,,,37.78876,-122.39736,,,1,,,0,,mtc:salesforce-transit-center
mtc:union-city-bart,Union City BART,,,37.59072,-122.01732,,,1,,,0,,mtc:union-city-bart
mtc:dublin/-pleasanton-bart,Dublin/ Pleasanton BART,,,37.70164,-121.89936,,,1,,,0,,mtc:dublin/-pleasanton-bart
mtc:great-mall/milpitas-bart,Great Mall/Milpitas BART,,,37.41004,-121.89098,,,1,,,0,,mtc:great-mall/milpitas-bart
mtc:san-jose-diridon-station,San Jose Diridon Station,,,37.32990,-121.90264,,,1,,,0,,mtc:san-jose-diridon-station
mtc:abc1591928908592,abc1591928908592,,,37.77397,-122.43083,,,1,,,0,,mtc:abc1591928908592
mtc:1591929022756,1591929022756,,,37.77397,-122.43084,,,1,,,0,,mtc:1591929022756
mtc:test,test,,,39.32756,-120.18562,,,1,,,0,,mtc:test
mtc:martinez_amtrak,Martinez,,,38.01938,-122.13841,,,1,,,0,,mtc:martinez_amtrak
mtc:1620747708520,Alameda ferry building,,,37.79081,-122.29398,,,1,,,0,,mtc:1620747708520
place_12TH,12th Street / Oakland City Center,place_12TH,,37.80348,-122.27163,BA:63383,,1,,,0,,place_12TH
place_16TH,16th Street / Mission,place_16TH,,37.76517,-122.41970,BA:63383,,1,,,0,,place_16TH
place_19TH,19th Street Oakland,place_19TH,,37.80808,-122.26876,BA:63383,,1,,,0,,place_19TH
place_24TH,24th Street / Mission,place_24TH,,37.75242,-122.41847,BA:63383,,1,,,0,,place_24TH
place_ANTC,Antioch,place_ANTC,,37.99537,-121.78035,BA:63383,,1,,,0,,place_ANTC
place_ASHB,Ashby,place_ASHB,,37.85307,-122.26977,BA:63383,,1,,,0,,place_ASHB
place_BALB,Balboa Park,place_BALB,,37.72175,-122.44746,BA:63383,,1,,,0,,place_BALB
place_BAYF,Bay Fair,place_BAYF,,37.69691,-122.12645,BA:63383,,1,,,0,,place_BAYF
place_BERY,Berryessa / North San Jose,place_BERY,,37.36847,-121.87468,BA:63383,,1,,,0,,place_BERY
place_CAST,Castro Valley,place_CAST,,37.69074,-122.07560,BA:63383,,1,,,0,,place_CAST
place_CIVC,Civic Center / UN Plaza,place_CIVC,,37.77941,-122.41383,BA:63383,,1,,,0,,place_CIVC
place_COLS,Coliseum,place_COLS,,37.75358,-122.19672,BA:63383,,1,,,0,,place_COLS
place_COLM,Colma,place_COLM,,37.68464,-122.46616,BA:63383,,1,,,0,,place_COLM
place_CONC,Concord,place_CONC,,37.97376,-122.02907,BA:63383,,1,,,0,,place_CONC
place_DALY,Daly City,place_DALY,,37.70626,-122.46891,BA:63383,,1,,,0,,place_DALY
place_DBRK,Downtown Berkeley,place_DBRK,,37.87011,-122.26811,BA:63383,,1,,,0,,place_DBRK
place_DUBL,Dublin / Pleasanton,place_DUBL,,37.70165,-121.89923,BA:63383,,1,,,0,,place_DUBL
place_DELN,El Cerrito Del Norte,place_DELN,,37.92518,-122.31689,BA:63383,,1,,,0,,place_DELN
place_PLZA,El Cerrito Plaza,place_PLZA,,37.90261,-122.29892,BA:63383,,1,,,0,,place_PLZA
place_EMBR,Embarcadero,place_EMBR,,37.79276,-122.39704,BA:63383,,1,,,0,,place_EMBR
place_FRMT,Fremont,place_FRMT,,37.55748,-121.97662,BA:63383,,1,,,0,,place_FRMT
place_FTVL,Fruitvale,place_FTVL,,37.77484,-122.22408,BA:63383,,1,,,0,,place_FTVL
place_GLEN,Glen Park,place_GLEN,,37.73324,-122.43351,BA:63383,,1,,,0,,place_GLEN
place_HAYW,Hayward,place_HAYW,,37.66970,-122.08696,BA:63383,,1,,,0,,place_HAYW
place_LAFY,Lafayette,place_LAFY,,37.89318,-122.12462,BA:63383,,1,,,0,,place_LAFY
place_LAKE,Lake Merritt,place_LAKE,,37.79732,-122.26525,BA:63383,,1,,,0,,place_LAKE
place_MCAR,MacArthur,place_MCAR,,37.82880,-122.26711,BA:63383,,1,,,0,,place_MCAR
place_MLBR,Millbrae,place_MLBR,,37.60024,-122.38676,BA:63383,,1,,,0,,place_MLBR
place_MLPT,Milpitas,place_MLPT,,37.41028,-121.89108,BA:63383,,1,,,0,,place_MLPT
place_MONT,Montgomery Street,place_MONT,,37.78917,-122.40159,BA:63383,,1,,,0,,place_MONT
place_NBRK,North Berkeley,place_NBRK,,37.87400,-122.28352,BA:63383,,1,,,0,,place_NBRK
place_NCON,North Concord / Martinez,place_NCON,,38.00338,-122.02451,BA:63383,,1,,,0,,place_NCON
place_ORIN,Orinda,place_ORIN,,37.87848,-122.18367,BA:63383,,1,,,0,,place_ORIN
place_PITT,Pittsburg / Bay Point,place_PITT,,38.01891,-121.94424,BA:63383,,1,,,0,,place_PITT
place_PCTR,Pittsburg Center,place_PCTR,,38.01685,-121.88906,BA:63383,,1,,,0,,place_PCTR
place_PHIL,Pleasant Hill / Contra Costa Centre,place_PHIL,,37.92843,-122.05597,BA:63383,,1,,,0,,place_PHIL
place_POWL,Powell Street,place_POWL,,37.78461,-122.40733,BA:63383,,1,,,0,,place_POWL
place_RICH,Richmond,place_RICH,,37.93676,-122.35305,BA:63383,,1,,,0,,place_RICH
place_ROCK,Rockridge,place_ROCK,,37.84475,-122.25123,BA:63383,,1,,,0,,place_ROCK
place_SBRN,San Bruno,place_SBRN,,37.63773,-122.41633,BA:63383,,1,,,0,,place_SBRN
place_SFIA,San Francisco International Airport,place_SFIA,,37.61609,-122.39195,BA:63383,,1,,,0,,place_SFIA
place_SANL,San Leandro,place_SANL,,37.72178,-122.16074,BA:63383,,1,,,0,,place_SANL
place_SHAY,South Hayward,place_SHAY,,37.63434,-122.05718,BA:63383,,1,,,0,,place_SHAY
place_SSAN,South San Francisco,place_SSAN,,37.66446,-122.44421,BA:63383,,1,,,0,,place_SSAN
place_UCTY,Union City,place_UCTY,,37.59074,-122.01725,BA:63383,,1,,,0,,place_UCTY
place_WCRK,Walnut Creek,place_WCRK,,37.90579,-122.06733,BA:63383,,1,,,0,,place_WCRK
place_WARM,Warm Springs / South Fremont,place_WARM,,37.50229,-121.93940,BA:63383,,1,,,0,,place_WARM
place_WDUB,West Dublin / Pleasanton,place_WDUB,,37.69972,-121.92828,BA:63383,,1,,,0,,place_WDUB
place_WOAK,West Oakland,place_WOAK,,37.80489,-122.29515,BA:63383,,1,,,0,,place_WOAK
place_STOV,STANFORD OVAL,place_STOV,,37.42927,-122.16893,,,1,,,0,,place_STOV
place_UBBA,UNION CITY BART STATION,place_UBBA,,37.59007,-122.01697,,,1,,,0,,place_UBBA
PS_ALDR,Alder Station,PS_ALDR,,37.41357,-121.91712,,,1,,,1,,PS_ALDR
PS_ALUM,Alum Rock Station,PS_ALUM,,37.35810,-121.83251,,,1,,,1,,PS_ALUM
PS_BASC,Bascom Station,PS_BASC,,37.29985,-121.92983,,,1,,,1,,PS_BASC
PS_BAYP,Baypointe Station,PS_BAYP,,37.41044,-121.94231,,,1,,,0,,PS_BAYP
PS_NASA,Bayshore Nasa Station,PS_NASA,,37.40433,-122.04917,,,1,,,1,,PS_NASA
PS_BRRS,Berryessa Station,PS_BRRS,,37.38739,-121.86148,,,1,,,0,,PS_BRRS
PS_BERR,Berryessa Transit Center,PS_BERR,,37.36963,-121.87477,,,1,,,1,,PS_BERR
PS_BLSM,Blossom Hill Station,PS_BLSM,,37.25279,-121.84109,,,1,,,1,,PS_BLSM
PS_BONA,Bonaventura Station,PS_BONA,,37.38875,-121.92974,,,1,,,0,,PS_BONA
PS_BORR,Borregas Station,PS_BORR,,37.41133,-122.01670,,,1,,,0,,PS_BORR
PS_BRNM,Branham Station,PS_BRNM,,37.26676,-121.85926,,,1,,,1,,PS_BRNM
PS_CMBL,Campbell Station,PS_CMBL,,37.28590,-121.94303,,,1,,,1,,PS_CMBL
PS_CPTL,Capitol Station,PS_CPTL,,37.27396,-121.86184,,,1,,,1,,PS_CPTL
PS_CHMP,Champion Station,PS_CHMP,,37.40890,-121.95194,,,1,,,0,,PS_CHMP
PS_CDMS,Children's Discovery Museum Station,PS_CDMS,,37.32776,-121.89366,,,1,,,0,,PS_CDMS
PS_CISC,Cisco Station,PS_CISC,,37.41235,-121.92831,,,1,,,1,,PS_CISC
PS_CIVC,Civic Center Station,PS_CIVC,,37.35138,-121.90196,,,1,,,1,,PS_CIVC
PS_COMP,Component Station,PS_COMP,,37.38278,-121.92527,,,1,,,0,,PS_COMP
PS_CONV,Convention Center Station,PS_CONV,,37.33017,-121.88975,,,1,,,1,,PS_CONV
PS_CTTL,Cottle Station,PS_CTTL,,37.24268,-121.80298,,,1,,,1,,PS_CTTL
PS_CROP,Cropley Station,PS_CROP,,37.40264,-121.88107,,,1,,,0,,PS_CROP
PS_CRSS,Crossman Station,PS_CRSS,,37.40884,-122.01118,,,1,,,1,,PS_CRSS
PS_CURT,Curtner Station,PS_CURT,,37.29339,-121.87250,,,1,,,1,,PS_CURT
PS_DIRD,Diridon Station,PS_DIRD,,37.33066,-121.90239,,,1,,,1,,PS_DIRD
PS_ERTC,Eastridge Transit Center,PS_ERTC,,37.32741,-121.81091,,,1,,,1,,PS_ERTC
PS_FAIR,Fair Oaks Station,PS_FAIR,,37.40258,-122.00864,,,1,,,1,,PS_FAIR
PS_FRTD,Fruitdale Station,PS_FRTD,,37.31048,-121.91802,,,1,,,1,,PS_FRTD
PS_GILR,Gilroy Transit Center,PS_GILR,,37.00370,-121.56664,,,1,,,1,,PS_GILR
PS_GISH,Gish Station,PS_GISH,,37.36167,-121.90962,,,1,,,0,,PS_GISH
PS_GRAM,Great America Station,PS_GRAM,,37.40347,-121.97491,,,1,,,1,,PS_GRAM
PS_GRML,Great Mall Station,PS_GRML,,37.41439,-121.90212,,,1,,,1,,PS_GRML
PS_HAML,Hamilton Station,PS_HAML,,37.29369,-121.93658,,,1,,,1,,PS_HAML
PS_HOST,Hostetter Station,PS_HOST,,37.39512,-121.86963,,,1,,,1,,PS_HOST
PS_JAPN,Japantown/Ayer Station,PS_JAPN,,37.34496,-121.89712,,,1,,,1,,PS_JAPN
PS_KRNA,Karina Court Station,PS_KRNA,,37.37552,-121.91990,,,1,,,0,,PS_KRNA
PS_LICK,Lick Mill Station,PS_LICK,,37.40780,-121.96292,,,1,,,0,,PS_LICK
PS_LMTC,Lockheed Martin Transit Center,PS_LMTC,,37.41029,-122.02725,,,1,,,1,,PS_LMTC
PS_MKEE,Mckee Station,PS_MKEE,,37.37185,-121.84478,,,1,,,0,,PS_MKEE
PS_METR,Metro/Airport Station,PS_METR,,37.36949,-121.91548,,,1,,,0,,PS_METR
PS_MIDD,Middlefield Station,PS_MIDD,,37.39543,-122.05221,,,1,,,1,,PS_MIDD
PS_MILP,Milpitas Transit Center,PS_MILP,,37.41016,-121.89155,,,1,,,1,,PS_MILP
PS_MOFF,Moffett Park Station,PS_MOFF,,37.40237,-122.03346,,,1,,,0,,PS_MOFF
PS_MVTC,Mountain View Transit Center,PS_MVTC,,37.39474,-122.07704,,,1,,,1,,PS_MVTC
PS_OHLO,Ohlone-Chynoweth Station,PS_OHLO,,37.25773,-121.86029,,,1,,,1,,PS_OHLO
PS_OLDI,Old Ironsides Station,PS_OLDI,,37.40333,-121.97986,,,1,,,1,,PS_OLDI
PS_ORCH,Orchard Station,PS_ORCH,,37.39503,-121.93441,,,1,,,0,,PS_ORCH
PS_PATC,Palo Alto Transit Center,PS_PATC,,37.44399,-122.16629,,,1,,,1,,PS_PATC
PS_PENC,Penitencia Creek Station,PS_PENC,,37.38238,-121.85504,,,1,,,1,,PS_PENC
PS_RACE,Race Station,PS_RACE,,37.31715,-121.91075,,,1,,,1,,PS_RACE
PS_REAM,Reamwood Station,PS_REAM,,37.40358,-121.98876,,,1,,,0,,PS_REAM
PS_ROAK,River Oaks Station,PS_ROAK,,37.40205,-121.93949,,,1,,,0,,PS_ROAK
PS_STJM,Saint James Station,PS_STJM,,37.33831,-121.89154,,,1,,,1,,PS_STJM
PS_ANTO,San Antonio Station,PS_ANTO,,37.33314,-121.88760,,,1,,,1,,PS_ANTO
PS_SFND,San Fernando Station,PS_SFND,,37.33037,-121.89812,,,1,,,0,,PS_SFND
PS_SCST,Santa Clara Station,PS_SCST,,37.33596,-121.88975,,,1,,,1,,PS_SCST
PS_SCTC,Santa Clara Transit Center,PS_SCTC,,37.35296,-121.93735,,,1,,,1,,PS_SCTC
PS_TRSA,Santa Teresa Station,PS_TRSA,,37.23673,-121.78929,,,1,,,1,,PS_TRSA
PS_SNLL,Snell Station,PS_SNLL,,37.24821,-121.83085,,,1,,,1,,PS_SNLL
PS_TAMN,Tamien Station,PS_TAMN,,37.31105,-121.88467,,,1,,,1,,PS_TAMN
PS_TASM,Tasman Station,PS_TASM,,37.40867,-121.94446,,,1,,,1,,PS_TASM
PS_VFTC,Valley Fair Transit Center,PS_VFTC,,37.32675,-121.94792,,,1,,,1,,PS_VFTC
PS_VIEN,Vienna Station,PS_VIEN,,37.40335,-121.99825,,,1,,,0,,PS_VIEN
PS_VIRG,Virginia Station,PS_VIRG,,37.31983,-121.89010,,,1,,,0,,PS_VIRG
PS_WVTC,West Valley College Transit Center,PS_WVTC,,37.26642,-122.01300,,,1,,,1,,PS_WVTC
PS_WHIS,Whisman Station,PS_WHIS,,37.39220,-122.05822,,,1,,,1,,PS_WHIS
PS_WINC,Winchester Station,PS_WINC,,37.27954,-121.94832,,,1,,,1,,PS_WINC
UC:3517880,Union City BART,3517880,,37.59093,-122.01824,,,1,,America/Los_Angeles,0,,UC:3517880
SB:2455444,San Francisco Ferry Building,2455444,,37.79549,-122.39338,,,1,,America/Los_Angeles,0,,SB:2455444
mtc:powell_a3,A3 Entrance,,,37.78578,-122.40651,,,2,mtc:powell,,1,mtc:powell-street,mtc:powell_a3
mtc:powell_a4,A4 Entrance,,,37.78615,-122.40561,,,2,mtc:powell,,1,mtc:powell-street,mtc:powell_a4
mtc:powell_b4,B4 Entrance,,,37.78598,-122.40539,,,2,mtc:powell,,1,mtc:powell-street,mtc:powell_b4
mtc:powell_b3,B3 Entrance,,,37.78529,-122.40617,,,2,mtc:powell,,1,mtc:powell-street,mtc:powell_b3
mtc:powell_a2,A2 Entrance,,,37.78548,-122.40652,,,2,mtc:powell,,1,mtc:powell-street,mtc:powell_a2
mtc:powell_b1,B1 Entrance,,,37.78369,-122.40826,,,2,mtc:powell,,1,mtc:powell-street,mtc:powell_b1
mtc:powell_a1,A1 Entrance,,,37.78460,-122.40787,,,2,mtc:powell,,1,mtc:powell-street,mtc:powell_a1
mtc:powell_b2,B2 Entrance,,,37.78440,-122.40736,,,2,mtc:powell,,0,mtc:powell-street,mtc:powell_b2
mtc:powell_n1_concourse,Node,,,37.78418,-122.40793,,,3,mtc:powell,,1,mtc:powell-concourse,mtc:powell_n1_concourse
mtc:1586751243014,B1 Stairs Concourse,,,37.78389,-122.40797,,,3,mtc:powell,,0,mtc:powell-concourse,mtc:1586751243014
mtc:powell_n6_concourse_muni,Node,,,37.78552,-122.40618,,,3,mtc:powell,,1,mtc:powell-concourse,mtc:powell_n6_concourse_muni
mtc:powell_n8_concourse_elevator,Concourse Elevator,,,37.78564,-122.40603,,,3,mtc:powell,,1,mtc:powell-concourse,mtc:powell_n8_concourse_elevator
mtc:SF-6995-1586846532351,Metro Powell Station/Outbound,,,37.78455,-122.40753,,,0,mtc:powell,,1,mtc:powell-muni-platform,mtc:SF-6995-1586846532351
mtc:SF-5417-1586846540605,Metro Powell Station/Downtown,,,37.78449,-122.40740,,,0,mtc:powell,,0,mtc:powell-muni-platform,mtc:SF-5417-1586846540605
mtc:fruitvale_bus_bays,Fruitvale Bus Bays,,,37.77527,-122.22466,,,3,mtc:fruitvale,,0,mtc:fruitvale-street-level,mtc:fruitvale_bus_bays
mtc:fruitvale_main_entrance,Fruitvale Main Entrance,,,37.77504,-122.22442,,,2,mtc:fruitvale,,0,mtc:fruitvale-street-level,mtc:fruitvale_main_entrance
mtc:fruitvale_fare_area,Fruitvale Fare Area,,,37.77498,-122.22431,,,3,mtc:fruitvale,,0,mtc:fruitvale-street-level,mtc:fruitvale_fare_area
mtc:1590030012044,Node,,,37.77669,-122.39490,,,3,mtc:caltrain-4th-&-king,,1,mtc:caltrain-4th-&-king-street,mtc:1590030012044
mtc:1590030156110,South Entrance,,,37.77653,-122.39467,,,2,mtc:caltrain-4th-&-king,,1,mtc:caltrain-4th-&-king-street,mtc:1590030156110
mtc:1590030180029,North Entrance,,,37.77677,-122.39504,,,2,mtc:caltrain-4th-&-king,,1,mtc:caltrain-4th-&-king-street,mtc:1590030180029
mtc:SC-66010-1590030976450,Warm Springs BART (Bay 1),,,37.50158,-121.93781,,,0,mtc:warm-springs-south-fremont-bart,,1,mtc:ground,mtc:SC-66010-1590030976450
mtc:1590031873581,Station Entrance,,,37.50226,-121.93840,,,2,mtc:warm-springs-south-fremont-bart,,1,mtc:ground,mtc:1590031873581
mtc:1590031959728,Escalator top,,,37.50217,-121.93868,,,3,mtc:warm-springs-south-fremont-bart,,0,mtc:mezzanine,mtc:1590031959728
mtc:1590031994266,Node,,,37.50201,-121.93924,,,3,mtc:warm-springs-south-fremont-bart,,1,mtc:mezzanine,mtc:1590031994266
mtc:1590032026787,North Fare Area,,,37.50208,-121.93929,,,3,mtc:warm-springs-south-fremont-bart,,1,mtc:mezzanine,mtc:1590032026787
mtc:1590032127604,South Fare Area,,,37.50193,-121.93919,,,3,mtc:warm-springs-south-fremont-bart,,1,mtc:mezzanine,mtc:1590032127604
mtc:1590032183118,North Platform Escalator Top,,,37.50215,-121.93932,,,3,mtc:warm-springs-south-fremont-bart,,1,mtc:mezzanine,mtc:1590032183118
mtc:1590032208908,South Platform Escalator Top,,,37.50187,-121.93917,,,3,mtc:warm-springs-south-fremont-bart,,1,mtc:mezzanine,mtc:1590032208908
mtc:1590032234026,North Platform Escalator Bottom,,,37.50219,-121.93934,,,3,mtc:warm-springs-south-fremont-bart,,0,mtc:platform,mtc:1590032234026
mtc:1590032501030,Mezzanine Elevator,,,37.50210,-121.93932,,,3,mtc:warm-springs-south-fremont-bart,,1,mtc:mezzanine,mtc:1590032501030
mtc:1590032525953,Platform Elevator,,,37.50211,-121.93932,,,3,mtc:warm-springs-south-fremont-bart,,1,mtc:platform,mtc:1590032525953
mtc:1590032572629,Ground Elevator,,,37.50216,-121.93875,,,3,mtc:warm-springs-south-fremont-bart,,1,mtc:ground,mtc:1590032572629
mtc:1590032592706,Mezzanine Entrance Elevator,,,37.50216,-121.93876,,,3,mtc:warm-springs-south-fremont-bart,,1,mtc:mezzanine,mtc:1590032592706
mtc:1590095710368,Escalator Bottom,,,37.50224,-121.93846,,,3,mtc:warm-springs-south-fremont-bart,,0,mtc:ground,mtc:1590095710368
mtc:1590096026092,North Platform Stairs Top,,,37.50215,-121.93929,,,3,mtc:warm-springs-south-fremont-bart,,1,mtc:mezzanine,mtc:1590096026092
mtc:1590096086384,North Platform Stairs Bottom,,,37.50219,-121.93931,,,3,mtc:warm-springs-south-fremont-bart,,0,mtc:platform,mtc:1590096086384
mtc:1590156340882,4th St Entrance,,,37.77674,-122.39475,,,2,mtc:caltrain-4th-&-king,,1,mtc:caltrain-4th-&-king-street,mtc:1590156340882
mtc:1590156461001,Far Plaza Entrance,,,37.77634,-122.39455,,,2,mtc:caltrain-4th-&-king,,1,mtc:caltrain-4th-&-king-street,mtc:1590156461001
mtc:1590156514217,Near Plaza Entrance,,,37.77644,-122.39468,,,2,mtc:caltrain-4th-&-king,,1,mtc:caltrain-4th-&-king-street,mtc:1590156514217
mtc:SF-4513-1590156836120,The Embarcadero & Ferry Building,,,37.79489,-122.39355,,,0,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:SF-4513-1590156836120
mtc:1590156874423,Gate G Access Point,,,37.79369,-122.39219,,,2,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590156874423
mtc:1590156908006,Node,,,37.79550,-122.39351,,,3,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590156908006
mtc:1590157054767,North Door,,,37.79635,-122.39416,,,2,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590157054767
mtc:1590157088449,Gate B Entrance,,,37.79612,-122.39457,,,2,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590157088449
mtc:1590157161749,Market Main Entrance,,,37.79530,-122.39383,,,2,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590157161749
mtc:1590157181753,Market North Entrance,,,37.79573,-122.39423,,,2,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590157181753
mtc:1590157301702,Market South Entrance,,,37.79496,-122.39351,,,2,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590157301702
mtc:1590157325408,South Door,,,37.79479,-122.39275,,,3,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590157325408
mtc:1590157395794,Node,,,37.79515,-122.39307,,,3,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590157395794
mtc:1590157553771,Gate E,,,37.79489,-122.39203,,,3,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590157553771
mtc:1590157565066,Gate F,,,37.79457,-122.39163,,,3,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590157565066
mtc:1590157603853,South Plaza,,,37.79455,-122.39256,,,3,mtc:san-francisco-ferry-terminal,,0,mtc:san-francisco-ferry-terminal-ground,mtc:1590157603853
mtc:1590157653748,South Plaza Entrance,,,37.79436,-122.39288,,,2,mtc:san-francisco-ferry-terminal,,1,mtc:san-francisco-ferry-terminal-ground,mtc:1590157653748
mtc:1590158367847,Parking Garage Entrance,,,37.92506,-122.31664,,,2,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-street,mtc:1590158367847
mtc:1590158401781,Node,,,37.92501,-122.31676,,,3,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-street,mtc:1590158401781
mtc:1590158424724,SW Entrance,,,37.92497,-122.31691,,,2,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-street,mtc:1590158424724
mtc:1590158526280,NE Entrance,,,37.92530,-122.31684,,,2,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-street,mtc:1590158526280
mtc:1590158543354,NW Entrance,,,37.92523,-122.31711,,,2,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-street,mtc:1590158543354
mtc:1590158565690,Node,,,37.92526,-122.31697,,,3,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-street,mtc:1590158565690
mtc:1590158945944,Elevator Platform,,,37.92531,-122.31693,,,3,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-platform,mtc:1590158945944
mtc:1590158956736,Elevator Ground,,,37.92531,-122.31692,,,3,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-street,mtc:1590158956736
mtc:1590159014012,Northbound Ground Stair,,,37.92522,-122.31687,,,3,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-street,mtc:1590159014012
mtc:1590159038022,Southbound Ground Stair,,,37.92520,-122.31698,,,3,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-street,mtc:1590159038022
mtc:1590159048520,Northbound Ground Escalator,,,37.92509,-122.31677,,,3,mtc:el-cerrito-del-norte-bart,,1,mtc:el-cerrito-del-norte-bart-street,mtc:1590159048520
